timestamp,day_of_week,hour_of_day,motion_duration,label
2024-08-28 11:10:00,2,11,16.5,1
2024-08-28 17:30:00,2,17,2.8,0
2024-08-28 22:05:00,2,22,41.0,0
2024-08-29 01:30:00,3,1,1.8,0
2024-08-29 04:45:00,3,4,82.0,0
2024-08-29 07:05:00,3,7,181.0,1
2024-08-29 12:30:00,3,12,4.9,0
2024-08-29 16:55:00,3,16,7.8,0
2024-08-29 21:20:00,3,21,17.2,0
2024-08-30 00:45:00,4,0,26.0,0
2024-08-30 03:00:00,4,3,11.8,0
2024-08-30 06:20:00,4,6,0.6,1
2024-08-30 10:40:00,4,10,230.0,1
2024-08-30 21:00:00,4,21,4.0,0
2024-08-31 02:25:00,5,2,50.0,0
2024-08-31 06:10:00,5,6,20.8,1
2024-08-31 12:05:00,5,12,0.32,0
2024-08-31 17:25:00,5,17,40.2,0
2024-08-31 21:50:00,5,21,1.9,0
2024-09-01 02:15:00,6,2,67.0,0
2024-09-01 06:35:00,6,6,16.0,1
2024-09-01 10:55:00,6,10,11.8,1
2024-09-01 17:35:00,6,17,17.0,0
2024-09-01 22:00:00,6,22,14.0,0
2024-09-02 01:20:00,0,1,5.5,0
2024-09-02 06:35:00,0,6,225.0,1
2024-09-02 12:00:00,0,12,10.0,0
2024-09-02 17:20:00,0,17,16.2,0
2024-09-02 19:10:00,0,19,2.6,0
2024-09-02 23:05:00,0,23,22.2,0
2024-09-03 03:40:00,1,3,38.5,0
2024-09-03 07:00:00,1,7,0.28,1
2024-09-03 10:20:00,1,10,87.0,1
2024-09-03 15:45:00,1,15,5.8,0
2024-09-03 19:10:00,1,19,175.0,0
2024-09-03 21:30:00,1,21,13.2,0
2024-09-04 00:10:00,2,0,0.75,0
2024-09-04 03:55:00,2,3,46.5,0
2024-09-04 07:15:00,2,7,148.0,1
2024-09-04 11:40:00,2,11,17.2,1
2024-09-04 18:00:00,2,18,3.0,0
2024-09-04 22:35:00,2,22,42.5,0
2024-09-05 02:00:00,3,2,2.0,0
2024-09-05 05:15:00,3,5,84.0,0
2024-09-05 07:35:00,3,7,184.0,1
2024-09-05 13:00:00,3,13,5.2,0
2024-09-05 17:25:00,3,17,8.5,0
2024-09-05 21:50:00,3,21,17.8,0
2024-09-06 01:15:00,4,1,27.5,0
2024-09-06 03:30:00,4,3,12.5,0
2024-09-06 06:50:00,4,6,0.65,1
2024-09-06 11:10:00,4,11,232.0,1
2024-09-06 21:30:00,4,21,4.2,0
2024-09-07 02:55:00,5,2,52.0,0
2024-09-07 06:40:00,5,6,21.5,1
2024-09-07 12:35:00,5,12,0.35,0
2024-09-07 17:55:00,5,17,41.5,0
2024-09-07 22:20:00,5,22,2.0,0
2024-09-08 02:45:00,6,2,65.5,0
2024-09-08 07:05:00,6,7,16.5,1
2024-09-08 11:25:00,6,11,12.2,1
2024-09-08 18:05:00,6,18,17.5,0
2024-09-08 22:30:00,6,22,14.5,0
2024-09-09 01:50:00,0,1,6.0,0
2024-09-09 07:05:00,0,7,228.0,1
2024-09-09 12:30:00,0,12,10.5,0
2024-09-09 17:50:00,0,17,16.8,0
2024-09-09 19:40:00,0,19,2.8,0
2024-09-09 23:35:00,0,23,22.8,0
2024-09-10 04:10:00,1,4,39.8,0
2024-09-10 07:30:00,1,7,0.3,1
2024-09-10 10:50:00,1,10,89.0,1
2024-09-10 16:15:00,1,16,6.2,0
2024-09-10 19:40:00,1,19,180.0,0
2024-09-10 22:00:00,1,22,13.8,0
2024-09-11 00:40:00,2,0,0.8,0
2024-09-11 04:25:00,2,4,48.0,0
2024-09-11 07:45:00,2,7,150.0,1
2024-09-11 12:10:00,2,12,17.8,1
2024-09-11 18:30:00,2,18,3.2,0
2024-09-11 23:05:00,2,23,43.5,0
2024-09-12 02:30:00,3,2,2.2,0
2024-09-12 05:45:00,3,5,86.0,0
2024-09-12 08:05:00,3,8,187.0,1
2024-09-12 13:30:00,3,13,5.5,0
2024-09-12 17:55:00,3,17,9.0,0
2024-09-12 22:20:00,3,22,18.2,0
2024-09-13 01:45:00,4,1,29.0,0
2024-09-13 04:00:00,4,4,13.0,0
2024-09-13 07:20:00,4,7,0.7,1
2024-09-13 11:40:00,4,11,235.0,1
2024-09-13 22:00:00,4,22,4.5,0
2024-09-14 03:25:00,5,3,53.5,0
2024-09-14 07:10:00,5,7,22.0,1
2024-09-14 13:05:00,5,13,0.38,0
2024-09-14 18:25:00,5,18,42.8,0
2024-09-14 22:50:00,5,22,2.1,0
2024-09-15 03:15:00,6,3,64.0,0
2024-09-15 07:35:00,6,7,17.0,1
2024-09-15 11:55:00,6,11,12.8,1
2024-09-15 18:35:00,6,18,18.0,0
2024-09-15 23:00:00,6,23,15.0,0
